neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,price
Sant Martí,41.39147,2.18349,Entire home/apt,4,1.0,3.0,3.0,93.0,50.0
el Fort Pienc,41.39715,2.18309,Private room,2,1.5,1.0,1.0,70.0,35.0
Eixample,41.39034,2.16702,Entire home/apt,8,2.0,3.0,6.0,100.0,500.0
Sant Martí,41.41351,2.18653,Private room,1,1.0,1.0,1.0,91.0,12.0
Sant Martí,41.39795,2.20556,Entire home/apt,4,2.0,3.0,3.0,93.0,55.0
Vila de Gràcia,41.40029,2.16444,Entire home/apt,4,1.0,1.0,2.0,90.0,90.0
El Poble-sec,41.37415,2.16514,Entire home/apt,3,1.0,1.0,2.0,80.0,78.0
Sant Martí,41.40187,2.20001,Entire home/apt,3,1.0,1.0,3.0,100.0,44.0
Diagonal Mar - La Mar Bella,41.40332,2.21474,Entire home/apt,8,2.0,2.0,4.0,73.0,300.0
El Poblenou,41.40079,2.20684,Entire home/apt,3,1.0,1.0,1.0,90.0,85.0
Sant Martí,41.40115,2.19549,Entire home/apt,3,1.0,1.0,2.0,96.0,98.0
El Gòtic,41.38308,2.17275,Private room,5,1.0,2.0,2.0,93.0,100.0
Dreta de l'Eixample,41.39916,2.17049,Entire home/apt,10,3.0,6.0,9.0,95.0,180.0
Eixample,41.38751,2.15179,Entire home/apt,4,1.0,1.0,2.0,93.0,70.0
Eixample,41.3958,2.16808,Private room,1,2.0,1.0,1.0,94.0,26.0
Les Corts,41.39008,2.1387,Private room,2,1.0,1.0,1.0,98.0,79.0
La Sagrada Família,41.40985,2.17739,Private room,1,1.0,1.0,1.0,100.0,21.0
Dreta de l'Eixample,41.39881,2.16911,Private room,1,2.0,1.0,1.0,80.0,20.0
Horta-Guinardó,41.41179,2.17101,Private room,2,1.0,0.0,1.0,100.0,35.0
El Gòtic,41.38449,2.1725,Private room,2,1.0,1.0,1.0,94.0,47.0
Sant Antoni,41.37986,2.15755,Private room,2,1.0,1.0,1.0,90.0,50.0
Eixample,41.40296,2.17896,Entire home/apt,8,2.0,3.0,6.0,79.0,189.0
El Gòtic,41.38113,2.17881,Private room,2,1.0,1.0,1.0,94.0,55.0
Vila de Gràcia,41.4006,2.16055,Entire home/apt,3,1.0,2.0,2.0,98.0,115.0
Sants-Montjuïc,41.3743,2.13899,Private room,2,2.0,1.0,1.0,100.0,25.0
El Poble-sec,41.3725,2.17207,Private room,1,1.0,1.0,1.0,97.0,59.0
Sants-Montjuïc,41.37135,2.14473,Private room,2,1.0,1.0,1.0,97.0,30.0
Ciutat Vella,41.38674,2.17258,Private room,1,1.0,1.0,1.0,93.0,25.0
La Sagrada Família,41.40669,2.17282,Entire home/apt,6,2.0,3.0,3.0,93.0,135.0
Eixample,41.39585,2.17338,Entire home/apt,6,2.0,3.0,5.0,93.0,361.0
Gràcia,41.408,2.16529,Private room,2,1.0,1.0,1.0,97.0,86.0
Gràcia,41.40393,2.15911,Private room,1,0.0,0.0,1.0,92.0,25.0
Sant Gervasi - Galvany,41.39888,2.14198,Private room,2,1.5,2.0,1.0,98.0,75.0
Eixample,41.392,2.16989,Entire home/apt,6,3.0,3.0,4.0,90.0,120.0
El Raval,41.38222,2.17165,Private room,2,1.0,1.0,1.0,95.0,55.0
Ciutat Vella,41.38552,2.16576,Private room,1,2.0,1.0,1.0,83.0,11.0
Vila de Gràcia,41.40429,2.15165,Entire home/apt,9,2.0,5.0,5.0,75.0,500.0
La Sagrada Família,41.40972,2.17465,Entire home/apt,4,1.0,1.0,2.0,100.0,50.0
Sant Martí,41.40303,2.19948,Private room,3,1.0,1.0,3.0,90.0,25.0
Sant Martí,41.39608,2.20123,Entire home/apt,8,2.0,2.0,3.0,93.0,400.0
Eixample,41.3931,2.15026,Private room,3,1.0,1.0,1.0,93.0,135.0
El Gòtic,41.38425,2.17489,Private room,2,1.0,1.0,1.0,93.0,60.0
Eixample,41.39248,2.15325,Entire home/apt,6,2.0,3.0,4.0,96.0,155.0
Trinitat Nova,41.4483,2.18475,Private room,4,1.0,1.0,1.0,93.0,20.0
El Raval,41.38098,2.16694,Private room,2,1.5,1.0,1.0,91.0,50.0
El Gòtic,41.38569,2.1717,Entire home/apt,5,1.0,2.0,4.0,77.0,111.0
Gràcia,41.402,2.16371,Entire home/apt,4,1.0,2.0,2.0,91.0,55.0
Ciutat Vella,41.37823,2.18763,Private room,1,1.0,1.0,1.0,95.0,24.0
Sarrià-Sant Gervasi,41.40534,2.14554,Private room,1,1.0,1.0,1.0,100.0,35.0
El Poble-sec,41.37487,2.16345,Entire home/apt,8,1.5,4.0,6.0,97.0,99.0
Sant Martí,41.39713,2.20287,Entire home/apt,2,1.0,1.0,1.0,100.0,100.0
Sants-Montjuïc,41.37425,2.13795,Entire home/apt,5,2.0,3.0,4.0,93.0,43.0
Vila de Gràcia,41.401,2.15762,Entire home/apt,9,2.0,3.0,5.0,85.0,90.0
Sant Martí,41.39504,2.19938,Entire home/apt,4,2.0,2.0,2.0,96.0,199.0
Ciutat Vella,41.37973,2.17591,Entire home/apt,5,1.0,1.0,4.0,93.0,75.0
El Camp de l'Arpa del Clot,41.41039,2.18088,Private room,2,1.0,1.0,1.0,95.0,30.0
Gràcia,41.40202,2.16189,Entire home/apt,4,1.0,2.0,4.0,93.0,90.0
Ciutat Vella,41.38644,2.18292,Entire home/apt,2,1.0,1.0,1.0,100.0,65.0
Ciutat Vella,41.38007,2.18003,Entire home/apt,4,1.0,0.0,2.0,93.0,65.0
Sant Martí,41.4152,2.19592,Private room,2,2.0,1.0,1.0,100.0,24.0
Sant Antoni,41.37727,2.15441,Private room,3,0.5,2.0,2.0,96.0,25.0
Eixample,41.3821,2.16146,Private room,2,1.0,1.0,1.0,76.0,55.0
Ciutat Vella,41.37729,2.19041,Entire home/apt,4,2.0,2.0,3.0,100.0,58.0
Eixample,41.37888,2.16038,Entire home/apt,4,1.0,2.0,2.0,97.0,90.0
El Gòtic,41.38183,2.17757,Private room,2,1.0,1.0,1.0,97.0,56.0
Sants-Montjuïc,41.3659,2.13962,Private room,2,1.0,1.0,1.0,88.0,25.0
Eixample,41.39141,2.15681,Private room,2,2.0,1.0,1.0,93.0,32.0
El Baix Guinardó,41.41103,2.16884,Private room,1,1.0,1.0,1.0,100.0,34.0
Eixample,41.38694,2.16069,Entire home/apt,2,1.0,1.0,2.0,100.0,60.0
Sant Martí,41.41575,2.21768,Entire home/apt,4,1.0,2.0,3.0,94.0,85.0
El Poble-sec,41.37287,2.15835,Private room,5,1.0,2.0,3.0,78.0,88.0
Ciutat Vella,41.38473,2.1743,Entire home/apt,6,1.0,1.0,3.0,93.0,64.0
La Nova Esquerra de l'Eixample,41.38867,2.16101,Entire home/apt,2,1.0,1.0,1.0,97.0,164.0
Eixample,41.39254,2.15684,Entire home/apt,4,2.0,2.0,2.0,93.0,88.0
Sants-Montjuïc,41.37341,2.15775,Private room,2,1.0,1.0,1.0,90.0,35.0
El Gòtic,41.38072,2.17605,Private room,2,1.0,1.0,1.0,93.0,62.0
Sants-Montjuïc,41.37374,2.13651,Entire home/apt,7,2.0,3.0,5.0,82.0,263.0
Sant Martí,41.409,2.18201,Entire home/apt,2,1.0,1.0,1.0,93.0,95.0
Sant Andreu de Palomar,41.43491,2.18652,Private room,1,2.0,1.0,1.0,93.0,40.0
Sants-Montjuïc,41.3535,2.1443,Entire home/apt,6,1.0,3.0,4.0,93.0,39.0
Eixample,41.39114,2.17625,Entire home/apt,6,2.0,3.0,5.0,90.0,430.0
Sants-Montjuïc,41.37761,2.13737,Shared room,1,1.0,1.0,6.0,88.0,20.0
Sants-Montjuïc,41.37207,2.14522,Private room,2,1.0,1.0,1.0,97.0,54.0
Sants-Montjuïc,41.37512,2.12879,Entire home/apt,6,1.0,2.0,4.0,96.0,85.0
Sant Pere/Santa Caterina,41.38839,2.18002,Private room,2,1.0,1.0,1.0,98.0,60.0
Can Baro,41.41568,2.16182,Entire home/apt,2,1.0,0.0,1.0,93.0,99.0
El Poblenou,41.39751,2.20527,Entire home/apt,4,1.0,2.0,2.0,100.0,100.0
Dreta de l'Eixample,41.39328,2.1725,Entire home/apt,4,1.0,1.0,2.0,80.0,90.0
Ciutat Vella,41.37718,2.16935,Entire home/apt,3,1.0,1.0,1.0,93.0,129.0
El Raval,41.38061,2.16589,Private room,2,1.0,1.0,1.0,97.0,50.0
El Besòs i el Maresme,41.41111,2.22173,Entire home/apt,4,1.0,3.0,6.0,91.0,103.0
Sant Martí,41.40134,2.20282,Private room,2,1.0,1.0,2.0,89.0,30.0
Ciutat Vella,41.38965,2.17828,Private room,1,1.0,2.0,1.0,91.0,29.0
Ciutat Vella,41.37858,2.19192,Private room,2,1.0,1.0,1.0,89.0,45.0
Eixample,41.38882,2.15748,Private room,2,1.0,1.0,1.0,93.0,29.0
El Clot,41.40873,2.1889,Private room,2,1.0,1.0,1.0,93.0,42.0
La Sagrera,41.42608,2.18846,Private room,3,2.0,1.0,2.0,88.0,25.0
Sant Antoni,41.3788,2.15779,Private room,2,1.5,1.0,1.0,100.0,40.0
Eixample,41.3891,2.1627,Entire home/apt,10,2.0,3.0,4.0,69.0,179.0
Eixample,41.37786,2.16079,Entire home/apt,4,1.0,1.0,2.0,96.0,105.0
Sants-Montjuïc,41.37287,2.16119,Shared room,1,2.0,1.0,4.0,93.0,30.0
Vila de Gràcia,41.39952,2.16018,Private room,2,1.0,1.0,1.0,97.0,35.0
El Gòtic,41.38397,2.17236,Private room,1,1.0,1.0,1.0,96.0,45.0
El Poble-sec,41.37105,2.16478,Entire home/apt,4,1.0,3.0,3.0,100.0,46.0
La Nova Esquerra de l'Eixample,41.38586,2.16291,Entire home/apt,6,2.0,3.0,6.0,93.0,100.0
Eixample,41.37936,2.1498,Private room,2,1.0,1.0,1.0,96.0,50.0
El Poble-sec,41.37382,2.16772,Entire home/apt,6,1.0,3.0,6.0,79.0,400.0
Ciutat Vella,41.38745,2.17518,Shared room,1,1.0,1.0,1.0,80.0,55.0
Dreta de l'Eixample,41.39542,2.1703,Entire home/apt,6,2.0,2.0,4.0,93.0,350.0
El Gòtic,41.38232,2.17631,Private room,2,1.0,1.0,1.0,91.0,30.0
Sants-Montjuïc,41.3739,2.13196,Entire home/apt,4,2.0,2.0,2.0,91.0,95.0
Dreta de l'Eixample,41.39594,2.1692,Private room,16,16.0,16.0,16.0,100.0,150.0
La Barceloneta,41.37745,2.18999,Entire home/apt,2,1.0,1.0,1.0,93.0,60.0
Sants-Montjuïc,41.37438,2.16238,Private room,1,1.0,1.0,1.0,93.0,28.0
Eixample,41.37987,2.15902,Entire home/apt,4,1.0,2.0,3.0,96.0,234.0
Dreta de l'Eixample,41.40138,2.17012,Entire home/apt,4,1.0,2.0,3.0,100.0,179.0
Sant Pere/Santa Caterina,41.38849,2.17534,Private room,2,1.0,1.0,1.0,100.0,45.0
Sant Martí,41.39169,2.19498,Entire home/apt,5,1.0,2.0,4.0,93.0,80.0
La Sagrada Família,41.40877,2.17961,Private room,2,1.0,1.0,1.0,98.0,40.0
Sants-Montjuïc,41.37462,2.16843,Entire home/apt,5,1.5,3.0,3.0,87.0,89.0
Sant Antoni,41.38042,2.15741,Private room,2,1.0,1.0,1.0,98.0,52.0
El Raval,41.37556,2.16975,Entire home/apt,2,1.0,1.0,1.0,84.0,35.0
El Clot,41.41088,2.18872,Private room,2,1.0,1.0,1.0,95.0,45.0
La Sagrera,41.41821,2.19159,Private room,2,1.5,1.0,2.0,93.0,20.0
Vila de Gràcia,41.408,2.15928,Private room,2,1.0,1.0,1.0,90.0,56.0
Sant Martí,41.40804,2.1938,Private room,3,1.0,2.0,2.0,89.0,23.0
El Raval,41.37901,2.16863,Entire home/apt,10,1.5,2.0,7.0,93.0,89.0
Sant Martí,41.40797,2.19171,Private room,3,1.0,1.0,2.0,84.0,35.0
El Gòtic,41.38272,2.17627,Private room,2,1.0,1.0,1.0,85.0,68.0
Gràcia,41.40161,2.16269,Entire home/apt,3,1.0,1.0,1.0,93.0,73.0
Eixample,41.39893,2.17849,Entire home/apt,8,1.5,3.0,9.0,92.0,180.0
Eixample,41.39978,2.18151,Private room,1,1.0,1.0,1.0,93.0,75.0
Dreta de l'Eixample,41.39073,2.16516,Private room,2,1.0,1.0,1.0,93.0,99.0
La Barceloneta,41.37868,2.18825,Entire home/apt,4,2.0,2.0,1.0,93.0,1000.0
El Raval,41.38083,2.17294,Private room,2,1.0,1.0,1.0,85.0,50.0
Sant Martí,41.39821,2.20226,Private room,2,1.0,1.0,1.0,80.0,60.0
Eixample,41.39338,2.15849,Entire home/apt,2,1.0,1.0,1.0,78.0,126.0
Eixample,41.37728,2.15047,Private room,2,1.5,1.0,1.0,93.0,45.0
Eixample,41.39859,2.16443,Private room,2,1.0,1.0,1.0,100.0,85.0
Sants-Montjuïc,41.37616,2.14118,Entire home/apt,5,2.0,2.0,4.0,79.0,139.0
El Poble-sec,41.37332,2.16233,Entire home/apt,4,1.0,2.0,3.0,87.0,65.0
El Besòs i el Maresme,41.41178,2.21665,Private room,2,1.0,1.0,2.0,95.0,22.0
Sants-Montjuïc,41.37394,2.16993,Private room,10,1.0,3.0,7.0,100.0,15.0
Eixample,41.37632,2.15654,Private room,1,1.0,1.0,1.0,100.0,20.0
Sant Antoni,41.38061,2.16231,Entire home/apt,5,2.0,3.0,4.0,100.0,69.0
Les Corts,41.38955,2.14304,Shared room,1,1.0,1.0,6.0,93.0,45.0
Eixample,41.38122,2.16101,Private room,2,1.0,1.0,1.0,93.0,60.0
Eixample,41.3887,2.16137,Private room,1,1.0,1.0,1.0,95.0,18.0
El Poble-sec,41.37369,2.15822,Entire home/apt,4,1.0,2.0,3.0,86.0,150.0
La Barceloneta,41.37885,2.18881,Private room,1,1.0,1.0,1.0,98.0,30.0
Gràcia,41.40767,2.16717,Private room,5,1.0,2.0,4.0,85.0,83.0
Dreta de l'Eixample,41.39413,2.16438,Entire home/apt,8,2.0,3.0,5.0,93.0,127.0
L'Antiga Esquerra de l'Eixample,41.38309,2.14355,Private room,2,1.5,1.0,2.0,96.0,31.0
Eixample,41.39903,2.18131,Entire home/apt,6,2.0,3.0,4.0,100.0,160.0
Sants-Montjuïc,41.37395,2.15555,Private room,2,1.0,1.0,1.0,86.0,28.0
L'Antiga Esquerra de l'Eixample,41.39358,2.1552,Entire home/apt,7,1.0,4.0,5.0,93.0,300.0
La Barceloneta,41.38322,2.18972,Private room,2,1.0,1.0,1.0,97.0,78.0
Ciutat Vella,41.38245,2.18369,Entire home/apt,4,2.0,2.0,3.0,80.0,150.0
El Putget i Farró,41.40983,2.14568,Private room,2,1.0,1.0,1.0,84.0,55.0
Horta-Guinardó,41.41535,2.18013,Private room,1,1.5,1.0,1.0,90.0,30.0
Sants-Montjuïc,41.37362,2.16409,Private room,1,1.0,1.0,1.0,94.0,21.0
Sants-Montjuïc,41.37362,2.14122,Private room,1,1.0,1.0,1.0,80.0,30.0
Dreta de l'Eixample,41.39876,2.16747,Entire home/apt,6,1.0,2.0,4.0,88.0,139.0
Gràcia,41.41809,2.141,Entire home/apt,16,3.0,6.0,13.0,93.0,450.0
Ciutat Vella,41.38559,2.17011,Private room,3,2.0,2.0,2.0,97.0,30.0
El Raval,41.37532,2.17062,Entire home/apt,6,1.0,2.0,3.0,75.0,52.0
Trinitat Nova,41.44855,2.1801,Private room,2,1.0,1.0,1.0,94.0,22.0
Eixample,41.40871,2.17535,Entire home/apt,6,3.0,3.0,3.0,93.0,140.0
El Poble-sec,41.37373,2.16869,Entire home/apt,8,2.0,2.0,4.0,93.0,299.0
La Barceloneta,41.3802,2.19128,Private room,2,1.0,1.0,1.0,90.0,39.0
Ciutat Vella,41.37706,2.16819,Entire home/apt,2,1.0,1.0,1.0,60.0,98.0
La Sagrada Família,41.40426,2.17738,Entire home/apt,3,1.0,2.0,2.0,97.0,176.0
Ciutat Vella,41.38406,2.17294,Entire home/apt,6,1.0,2.0,3.0,82.0,125.0
Ciutat Vella,41.38436,2.16898,Entire home/apt,2,1.5,1.0,1.0,98.0,53.0
Ciutat Vella,41.37966,2.16837,Private room,4,2.0,2.0,2.0,100.0,100.0
Sant Pere/Santa Caterina,41.3881,2.18131,Entire home/apt,5,1.0,2.0,2.0,90.0,50.0
Ciutat Vella,41.38471,2.18432,Entire home/apt,2,1.0,1.0,1.0,93.0,57.0
Eixample,41.39631,2.1841,Entire home/apt,6,2.0,3.0,5.0,94.0,115.0
Sants-Montjuïc,41.37248,2.14333,Private room,2,1.0,1.0,1.0,95.0,50.0
Sarrià,41.41003,2.10903,Entire home/apt,5,1.5,2.0,4.0,100.0,60.0
Les Corts,41.38256,2.13525,Private room,1,1.0,1.0,1.0,93.0,150.0
Ciutat Vella,41.38377,2.16834,Entire home/apt,6,1.5,2.0,3.0,100.0,15.0
El Raval,41.3783,2.16874,Private room,1,1.0,1.0,1.0,93.0,20.0
Gràcia,41.40953,2.15713,Private room,2,2.0,1.0,1.0,91.0,20.0
Eixample,41.39185,2.1637,Private room,5,0.5,1.0,5.0,100.0,250.0
Eixample,41.37764,2.16412,Entire home/apt,3,1.0,2.0,2.0,92.0,85.0
Sant Pere/Santa Caterina,41.388,2.18082,Private room,4,1.0,2.0,4.0,87.0,96.0
Vila de Gràcia,41.39707,2.15661,Entire home/apt,5,1.0,3.0,4.0,87.0,115.0
el Fort Pienc,41.39812,2.18503,Private room,2,1.0,1.0,1.0,100.0,28.0
Vila de Gràcia,41.40261,2.15244,Entire home/apt,6,1.0,3.0,6.0,81.0,400.0
Dreta de l'Eixample,41.39276,2.16368,Private room,2,1.0,1.0,1.0,90.0,69.0
Dreta de l'Eixample,41.39392,2.15796,Private room,2,1.0,1.0,2.0,93.0,1000.0
Eixample,41.40417,2.17898,Private room,1,1.0,1.0,1.0,96.0,25.0
Sant Martí,41.41221,2.17935,Entire home/apt,7,1.0,3.0,5.0,93.0,210.0
El Raval,41.38122,2.16729,Private room,2,1.0,1.0,1.0,84.0,25.0
Vila de Gràcia,41.4084,2.15738,Private room,2,1.0,1.0,1.0,95.0,25.0
Eixample,41.39533,2.1768,Entire home/apt,7,2.0,3.0,5.0,94.0,195.0
Dreta de l'Eixample,41.39808,2.16584,Entire home/apt,5,1.0,1.0,3.0,97.0,155.0
Eixample,41.38826,2.14423,Private room,2,1.0,1.0,2.0,93.0,200.0
Eixample,41.40716,2.17296,Private room,1,2.0,1.0,1.0,93.0,17.0
El Raval,41.37932,2.16782,Private room,2,1.0,1.0,1.0,93.0,120.0
Ciutat Vella,41.38141,2.17472,Private room,3,1.0,1.0,2.0,90.0,70.0
Sant Martí,41.40444,2.20259,Entire home/apt,6,1.0,3.0,5.0,92.0,185.0
Eixample,41.38596,2.14481,Private room,1,1.0,1.0,1.0,93.0,19.0
Montbau,41.43053,2.14129,Private room,2,1.0,1.0,1.0,93.0,40.0
Ciutat Vella,41.37809,2.17838,Private room,1,1.5,1.0,1.0,95.0,60.0
Gràcia,41.40047,2.15567,Private room,1,1.0,1.0,1.0,93.0,40.0
El Raval,41.37641,2.17529,Private room,2,1.0,1.0,1.0,93.0,38.0
La Salut,41.413,2.159,Private room,2,1.0,1.0,1.0,98.0,55.0
Sant Antoni,41.38323,2.16046,Entire home/apt,4,2.0,2.0,2.0,88.0,159.0
Sant Pere/Santa Caterina,41.38635,2.18209,Private room,2,2.0,1.0,1.0,99.0,500.0
Ciutat Vella,41.38173,2.18191,Entire home/apt,2,1.0,1.0,1.0,93.0,68.0
Sants-Montjuïc,41.37478,2.13265,Entire home/apt,6,1.0,2.0,3.0,95.0,108.0
El Poble-sec,41.37216,2.16203,Private room,2,1.0,1.0,1.0,93.0,48.0
Sants-Montjuïc,41.37576,2.13906,Private room,1,1.0,1.0,1.0,95.0,21.0
Eixample,41.38983,2.14657,Entire home/apt,6,2.0,3.0,5.0,93.0,200.0
Eixample,41.39672,2.17193,Private room,1,1.0,1.0,1.0,100.0,21.0
Ciutat Vella,41.3842,2.17648,Private room,1,1.5,1.0,1.0,93.0,45.0
Ciutat Vella,41.38694,2.17481,Private room,2,1.5,1.0,1.0,80.0,20.0
Dreta de l'Eixample,41.38946,2.16564,Private room,3,1.5,1.0,2.0,100.0,65.0
Sants-Montjuïc,41.37741,2.13734,Entire home/apt,4,1.0,2.0,3.0,100.0,80.0
Vila de Gràcia,41.39668,2.15616,Entire home/apt,4,1.0,1.0,2.0,90.0,94.0
Eixample,41.39728,2.17542,Entire home/apt,3,1.0,0.0,2.0,92.0,72.0
Sant Pere/Santa Caterina,41.38708,2.18169,Entire home/apt,3,1.0,2.0,3.0,100.0,79.0
El Besòs i el Maresme,41.41611,2.21742,Private room,2,1.0,1.0,2.0,86.0,30.0
Ciutat Vella,41.37922,2.16336,Entire home/apt,2,1.0,1.0,1.0,93.0,32.0
Sant Pere/Santa Caterina,41.38773,2.17917,Private room,2,1.0,1.0,1.0,90.0,33.0
Glòries - El Parc,41.3911,2.18574,Private room,2,1.0,1.0,1.0,90.0,39.0
Eixample,41.3868,2.15862,Private room,2,1.0,1.0,1.0,92.0,40.0
Glòries - El Parc,41.39251,2.18645,Entire home/apt,2,1.0,0.0,1.0,91.0,75.0
Gràcia,41.39939,2.15839,Private room,2,1.5,1.0,1.0,98.0,34.0
Eixample,41.40217,2.171,Entire home/apt,4,1.0,1.0,3.0,93.0,60.0
Sants-Montjuïc,41.37601,2.13645,Entire home/apt,6,2.0,3.0,4.0,93.0,152.0
Sant Martí,41.40656,2.18928,Entire home/apt,4,1.0,3.0,3.0,93.0,53.0
La Barceloneta,41.37719,2.18761,Private room,2,1.0,1.0,1.0,93.0,60.0
La Barceloneta,41.37641,2.18814,Private room,2,1.0,1.0,1.0,100.0,60.0
Vila de Gràcia,41.40255,2.1621,Private room,1,1.0,1.0,1.0,100.0,35.0
Vila de Gràcia,41.40135,2.15625,Entire home/apt,2,1.0,1.0,1.0,90.0,114.0
Sant Antoni,41.37773,2.16261,Entire home/apt,6,1.0,2.0,4.0,94.0,79.0
Vila de Gràcia,41.40602,2.15108,Private room,1,3.0,1.0,1.0,93.0,23.0
Sant Gervasi - Galvany,41.39559,2.13708,Entire home/apt,3,2.0,2.0,2.0,93.0,80.0
El Poblenou,41.40322,2.20887,Entire home/apt,3,1.0,2.0,2.0,93.0,50.0
Sant Antoni,41.38266,2.16115,Entire home/apt,5,2.0,2.0,4.0,98.0,149.0
Gràcia,41.40493,2.15277,Entire home/apt,4,1.0,2.0,3.0,93.0,67.0
La Sagrada Família,41.40944,2.17294,Entire home/apt,2,1.5,2.0,2.0,99.0,122.0
Les Tres Torres,41.39401,2.13208,Entire home/apt,4,1.0,2.0,2.0,94.0,115.0
Ciutat Vella,41.37808,2.17426,Private room,2,1.0,1.0,1.0,60.0,55.0
L'Antiga Esquerra de l'Eixample,41.38977,2.14366,Entire home/apt,5,2.0,3.0,4.0,96.0,170.0
Horta-Guinardó,41.40866,2.17004,Entire home/apt,5,1.5,3.0,5.0,93.0,70.0
El Camp de l'Arpa del Clot,41.41468,2.18319,Entire home/apt,2,1.0,1.0,1.0,93.0,75.0
Ciutat Vella,41.37857,2.16774,Private room,2,1.0,1.0,1.0,40.0,50.0
Ciutat Vella,41.38754,2.17954,Entire home/apt,2,1.0,1.0,3.0,93.0,57.0
El Gòtic,41.38661,2.17396,Entire home/apt,3,1.0,1.0,2.0,93.0,87.0
La Sagrada Família,41.40524,2.17302,Private room,1,1.0,1.0,1.0,100.0,20.0
El Poble-sec,41.37383,2.16039,Private room,1,1.0,1.0,1.0,93.0,28.0
Sants-Montjuïc,41.37225,2.16265,Private room,2,2.0,1.0,1.0,92.0,35.0
Sants-Montjuïc,41.37997,2.13271,Private room,2,1.0,1.0,1.0,97.0,35.0
Sants-Montjuïc,41.38121,2.13676,Entire home/apt,2,1.0,1.0,1.0,100.0,90.0
El Clot,41.40965,2.18812,Private room,2,1.0,1.0,2.0,90.0,30.0
Sant Pere/Santa Caterina,41.38987,2.17932,Entire home/apt,5,1.0,0.0,2.0,93.0,160.0
Eixample,41.37704,2.15538,Entire home/apt,2,1.5,1.0,1.0,87.0,75.0
Sant Martí,41.39698,2.20116,Entire home/apt,4,1.0,2.0,4.0,93.0,110.0
Dreta de l'Eixample,41.38833,2.16473,Entire home/apt,3,1.0,1.0,2.0,100.0,65.0
El Raval,41.37844,2.17522,Private room,2,1.5,1.0,1.0,93.0,30.0
Gràcia,41.40102,2.16254,Private room,1,1.0,1.0,1.0,95.0,60.0
Sant Martí,41.40485,2.22095,Private room,2,1.0,1.0,2.0,76.0,50.0
Eixample,41.39727,2.16109,Private room,1,7.0,1.0,1.0,93.0,31.0
El Baix Guinardó,41.4103,2.16726,Entire home/apt,4,1.0,2.0,3.0,93.0,47.0
Camp d'en Grassot i Gràcia Nova,41.40366,2.17096,Entire home/apt,6,1.0,2.0,5.0,90.0,85.0
L'Antiga Esquerra de l'Eixample,41.39358,2.15462,Entire home/apt,8,2.0,3.0,5.0,96.0,150.0
Sant Martí,41.41631,2.18369,Entire home/apt,7,2.0,3.0,4.0,93.0,15.0
Ciutat Vella,41.38077,2.1894,Entire home/apt,2,1.0,0.0,2.0,90.0,31.0
Eixample,41.37767,2.15585,Private room,2,2.0,1.0,1.0,83.0,200.0
Sant Gervasi - Galvany,41.40216,2.13911,Entire home/apt,6,1.0,3.0,5.0,93.0,75.0
Horta-Guinardó,41.4248,2.14966,Entire home/apt,6,1.5,4.0,4.0,93.0,85.0
Eixample,41.40057,2.16531,Private room,2,1.0,1.0,1.0,93.0,95.0
La Salut,41.41255,2.15056,Entire home/apt,5,1.0,2.0,3.0,92.0,90.0
Eixample,41.39075,2.16465,Entire home/apt,5,1.0,2.0,3.0,94.0,129.0
L'Antiga Esquerra de l'Eixample,41.38822,2.15656,Entire home/apt,8,2.0,4.0,5.0,100.0,300.0
Sarrià-Sant Gervasi,41.39599,2.14955,Entire home/apt,7,2.0,4.0,5.0,97.0,250.0
Eixample,41.38038,2.14722,Entire home/apt,5,2.0,3.0,5.0,82.0,350.0
Vilapicina i la Torre Llobeta,41.42674,2.17494,Private room,2,1.0,1.0,1.0,92.0,35.0
Ciutat Vella,41.38039,2.17703,Private room,2,1.0,1.0,1.0,93.0,29.0
Sant Martí,41.41356,2.18685,Entire home/apt,8,1.0,4.0,6.0,40.0,150.0
Sants-Montjuïc,41.3823,2.14026,Entire home/apt,5,2.0,3.0,4.0,87.0,55.0
Sarrià,41.39771,2.12226,Private room,2,1.0,1.0,1.0,93.0,30.0
Ciutat Vella,41.38316,2.18049,Entire home/apt,6,2.0,4.0,6.0,100.0,155.0
Eixample,41.39125,2.15735,Entire home/apt,8,2.0,3.0,4.0,92.0,105.0
Eixample,41.38648,2.15578,Entire home/apt,8,1.5,4.0,4.0,78.0,170.0
Sants-Montjuïc,41.36524,2.13097,Entire home/apt,5,1.5,2.0,4.0,93.0,100.0
Dreta de l'Eixample,41.39316,2.16501,Entire home/apt,4,1.0,2.0,2.0,100.0,90.0
El Gòtic,41.3843,2.17534,Private room,2,1.0,1.0,2.0,94.0,39.0
L'Antiga Esquerra de l'Eixample,41.39224,2.14611,Entire home/apt,4,1.0,1.0,2.0,77.0,80.0
Sarrià,41.40018,2.12061,Entire home/apt,3,1.0,1.0,1.0,96.0,115.0
Sants-Montjuïc,41.37331,2.16964,Private room,1,1.0,1.0,1.0,90.0,34.0
Eixample,41.39601,2.17543,Entire home/apt,5,1.0,3.0,4.0,76.0,350.0
L'Antiga Esquerra de l'Eixample,41.38728,2.15153,Entire home/apt,8,2.0,4.0,4.0,97.0,350.0
El Raval,41.38007,2.16595,Private room,2,1.0,1.0,1.0,92.0,56.0
Sant Antoni,41.38346,2.16145,Entire home/apt,6,2.0,3.0,6.0,93.0,50.0
